0.00,106.00,156.00,151.00,0.00,1634.00,814.00,20.00,34.00:1
0.00,70.00,156.00,152.00,99.00,1634.00,814.00,20.00,0.00:3
0.00,52.00,75.00,153.00,99.00,1634.00,20.00,21.00,1634.00:0
0.00,46.00,76.00,130.00,94.00,1628.00,814.00,21.00,1628.00:3
0.00,42.00,74.00,130.00,93.00,1634.00,21.00,21.00,1634.00:0
0.00,112.00,112.00,112.00,97.00,1634.00,814.00,20.00,1634.00:3
0.00,109.00,110.00,112.00,97.00,1634.00,814.00,20.00,41.00:1
0.00,241.00,77.00,92.00,106.00,1627.00,814.00,20.00,1627.00:3
0.00,80.00,79.00,82.00,106.00,1634.00,20.00,21.00,1634.00:0
0.00,139.00,149.00,136.00,82.00,1634.00,814.00,20.00,1634.00:3
0.00,135.00,147.00,145.00,81.00,40.00,814.00,21.00,1634.00:2
0.00,133.00,106.00,126.00,127.00,1628.00,814.00,21.00,1628.00:3
0.00,66.00,65.00,101.00,128.00,1628.00,20.00,21.00,1627.00:0
0.00,114.00,70.00,56.00,251.00,1627.00,814.00,21.00,1628.00:3
0.00,106.00,101.00,99.00,80.00,41.00,814.00,20.00,1628.00:2
0.00,97.00,70.00,79.00,254.00,1634.00,814.00,20.00,1634.00:3
0.00,101.00,101.00,71.00,254.00,40.00,21.00,21.00,1628.00:2
0.00,69.00,0.00,217.00,112.00,0.00,814.00,20.00,1634.00:3
0.00,49.00,69.00,249.00,111.00,1628.00,21.00,21.00,1628.00:0
0.00,54.00,75.00,221.00,131.00,1628.00,814.00,20.00,0.00:3
0.00,129.00,222.00,198.00,144.00,0.00,814.00,21.00,41.00:1
0.00,47.00,66.00,86.00,218.00,1627.00,814.00,21.00,0.00:3
0.00,56.00,56.00,70.00,153.00,1628.00,21.00,21.00,1628.00:0
0.00,105.00,108.00,126.00,110.00,1634.00,814.00,21.00,0.00:3
0.00,102.00,105.00,123.00,111.00,1628.00,814.00,21.00,40.00:1
0.00,55.00,89.00,100.00,100.00,1628.00,814.00,21.00,0.00:3
0.00,55.00,56.00,101.00,99.00,1628.00,21.00,21.00,1628.00:0
0.00,129.00,130.00,251.00,60.00,1634.00,814.00,21.00,1634.00:3
0.00,126.00,128.00,250.00,63.00,40.00,814.00,20.00,1628.00:2
0.00,80.00,82.00,66.00,188.00,1627.00,820.00,21.00,1628.00:3
0.00,80.00,82.00,214.00,72.00,40.00,21.00,21.00,1627.00:2
0.00,58.00,190.00,271.00,334.00,1634.00,814.00,21.00,0.00:3
0.00,49.00,62.00,266.00,163.00,1627.00,21.00,21.00,1627.00:0
0.00,131.00,124.00,162.00,340.00,1627.00,814.00,21.00,1628.00:3
0.00,122.00,120.00,160.00,0.00,0.00,814.00,20.00,40.00:1
0.00,107.00,104.00,105.00,88.00,1634.00,814.00,20.00,1634.00:3
0.00,107.00,103.00,104.00,76.00,40.00,821.00,20.00,1634.00:2
0.00,75.00,72.00,213.00,152.00,1628.00,814.00,20.00,0.00:3
0.00,61.00,62.00,250.00,151.00,0.00,20.00,21.00,1628.00:0
0.00,121.00,58.00,52.00,151.00,1628.00,814.00,21.00,1628.00:3
0.00,119.00,133.00,169.00,152.00,40.00,814.00,20.00,1634.00:2
0.00,71.00,168.00,132.00,130.00,0.00,814.00,20.00,1628.00:3
0.00,167.00,168.00,131.00,131.00,1634.00,820.00,21.00,40.00:1
0.00,180.00,220.00,100.00,158.00,1628.00,814.00,21.00,0.00:3
0.00,85.00,83.00,97.00,155.00,1634.00,21.00,20.00,1634.00:0
0.00,63.00,60.00,160.00,147.00,1634.00,814.00,20.00,1634.00:3
